Object ID,County GNIS Code,fips,Area of Land (Square Meters),Area of Water (Square Meters),county,state,Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range),Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range) - Margin of Error,"Median Household Income in past 12 months, Householder under 25 years","Median Household Income in past 12 months, Householder under 25 years - Margin of Error","Median Household Income in past 12 months, Householder 25 to 44 years","Median Household Income in past 12 months, Householder 25 to 44 years - Margin of Error","Median Household Income in past 12 months, Householder 45 to 64 years","Median Household Income in past 12 months, Householder 45 to 64 years - Margin of Error","Median Household Income in past 12 months, Householder 65 years and over","Median Household Income in past 12 months, Householder 65 years and over - Margin of Error","Median Household Income in past 12 months, Black or African American Householder","Median Household Income in past 12 months, Black or African American Householder - Margin of Error","Median Household Income in past 12 months, American Indian and Alaska Native Householder","Median Household Income in past 12 months, American Indian and Alaska Native Householder - Margin of Error","Median Household Income in past 12 months, Asian Householder","Median Household Income in past 12 months, Asian Householder - Margin of Error","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Householder","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Householder - Margin of Error","Median Household Income in past 12 months, Some Other Race Householder","Median Household Income in past 12 months, Some Other Race Householder - Margin of Error","Median Household Income in past 12 months, 2 or More Races Householder","Median Household Income in past 12 months, 2 or More Races Householder - Margin of Error","Median Household Income in past 12 months, Non-Hispanic White Householder","Median Household Income in past 12 months, Non-Hispanic White Householder - Margin of Error","Median Household Income in past 12 months, Hispanic or Latino Householder","Median Household Income in past 12 months, Hispanic or Latino Householder - Margin of Error",Total Households,Total Households - Margin of Error,Households with any self-employment income in past 12 months,Households with any self-employment income in past 12 months - Margin of Error,Households with no self-employment income in past 12 months,Households with no self-employment income in past 12 months - Margin of Error,Percent of households with any self-employment income,Percent of households with any self-employment income - Margin of Error,x,y
2759,01384021,48471,2031124895,44747190,Walker County,Texas,41855,2046,9616,3306,46330,6608,68921,9393,43343,3224,29782,3759,75597,48966,,,,,43438,18085,60833,23560,50144,3641,29668,5485,21636,861,1502,339,20134,849,6.9,1.54228591392293,-95.5722955879965,30.7392827418694
2760,01384022,48473,1329535449,11622558,Waller County,Texas,57654,5987,27874,9394,58787,8662,76582,9253,47446,7489,34485,4877,,,,,,,41921,10890,55966,47477,78483,8242,43828,7143,14807,422,2084,291,12723,459,14.1,1.923916125425,-95.9876654838746,30.0111296377493
2761,01384023,48475,2164201063,624206,Ward County,Texas,64630,7127,52031,37298,77619,9860,62083,10600,41067,7242,68718,44276,83194,61104,,,,,61905,20789,33750,15555,76616,7222,52449,3333,3956,159,418,110,3538,186,10.6,2.74796446723898,-103.102493258023,31.5095953483139
2762,01384024,48477,1564829004,45497797,Washington County,Texas,56237,5282,27375,19379,62030,6801,67076,4203,39032,8578,27442,9750,,,,,,,61711,30703,53571,37808,65126,3880,41648,7385,12381,562,1792,321,10589,593,14.5,2.50805854314534,-96.4034224799782,30.2146296433799
2763,01384025,48479,8706186712,36555086,Webb County,Texas,42293,1239,22206,4892,45268,2504,49704,2185,27131,2380,71250,36448,,,95724,28494,,,38603,5946,38250,16319,64474,6236,41197,1094,73659,627,9008,571,64651,738,12.2,0.768172465630471,-99.1516072724161,27.657113563069
2764,01384026,48481,2813117310,21287759,Wharton County,Texas,49619,2779,26172,13210,51840,2657,63635,6181,37798,4186,22388,10590,,,,,,,59286,7661,35000,29512,64599,4106,41187,2679,15256,327,1661,281,13595,450,10.9,1.82705498984015,-96.2220618516091,29.2781732582293
2765,01384027,48483,2368603579,2481258,Wheeler County,Texas,49352,6360,,,54966,12534,64141,17760,37500,6038,,,,,,,,,46184,13577,38661,22120,55257,8046,45000,22266,2254,96,406,63,1848,105,18,2.68768574641126,-100.269656733594,35.4015804699572
2766,01384028,48485,1625459958,13644096,Wichita County,Texas,46575,1427,26034,4277,54081,2146,51863,3545,38869,2489,26031,3432,49042,7483,70441,21170,,,31374,5442,41587,8343,50794,2324,40273,5601,47951,768,4190,353,43761,865,8.7,0.722742653257672,-98.7035833949747,33.9881479336603
2767,01384029,48487,2514738099,18202665,Wilbarger County,Texas,48773,6797,33266,28357,56528,15486,58510,7320,31598,6455,26439,23160,,,,,,,53750,30613,40536,10122,53920,7152,49432,15341,5263,205,702,215,4561,259,13.3,4.05194989474048,-99.2411353616032,34.0811456520316
2768,01384030,48489,1529622790,501704013,Willacy County,Texas,29944,5675,18585,9403,34306,5136,42555,9705,22861,3073,,,,,,,,,27917,16096,53571,45679,39292,15184,28725,3597,5810,205,532,157,5278,265,9.2,2.68285396918994,-97.6796232197375,26.4691418888972
2769,01384031,48491,2896482213,41627400,Williamson County,Texas,83679,1125,43424,2535,89887,2337,95772,2583,57699,2484,71821,4578,63472,13607,114066,6037,69511,55313,70653,7622,75574,9123,87112,1358,70285,2232,174754,948,22961,926,151793,1279,13.1,0.525072089669809,-97.600862414801,30.6482537964666
2770,01384032,48493,2081662854,12111365,Wilson County,Texas,72445,4432,34651,3369,83067,6080,83871,7449,50470,6045,70313,42045,137760,113199,,,,,56429,23282,53100,26610,82528,3816,59980,6386,15820,239,2447,287,13373,349,15.5,1.79904648532064,-98.086522913378,29.1742090220883
2771,01384033,48495,2178876162,19838,Winkler County,Texas,59167,9911,63295,61200,72188,13587,60781,13949,30536,8747,48889,14015,26250,1005,,,,,,,,,56667,15710,61059,9213,2572,125,210,67,2362,151,8.2,2.57457604766553,-103.048147363545,31.8502739704473
2772,01384034,48497,2342369004,47038990,Wise County,Texas,61709,2458,43011,13391,63576,5813,72454,6276,43224,4998,57404,17162,54300,36820,,,,,104300,52324,86346,32779,64281,2790,41099,9631,22080,336,3410,394,18670,457,15.4,1.76887640521069,-97.6544684639975,33.2161789532268
2773,01384035,48499,1671177481,130725856,Wood County,Texas,48534,3019,32750,10470,64972,10653,53178,4336,41634,3754,30701,5648,45625,16567,,,,,,,,,51544,3922,37330,18911,16531,455,1586,273,14945,460,9.6,1.63019356234661,-95.3821023644278,32.786600733251
2774,01384036,48501,2071252477,34329,Yoakum County,Texas,68814,3598,68559,27261,72139,11971,75744,11313,32857,20982,,,,,,,,,,,15000,1903,85962,25217,65303,9580,2676,138,387,138,2289,171,14.5,5.10273791644571,-102.827803367851,33.1732430340421
2775,01384037,48503,2368538309,42373290,Young County,Texas,47194,5168,54167,21970,52637,13904,58687,9444,40844,2644,30078,18305,,,,,,,,,,,49707,9497,43343,5472,7105,259,1075,186,6030,294,15.1,2.55911459121722,-98.6877753142203,33.1769783466676
2776,01384038,48505,2585876219,154370982,Zapata County,Texas,31113,4819,16294,8600,32569,6735,39975,4378,26976,4271,,,,,,,,,24673,8626,,,55341,50933,29836,4651,4405,257,565,168,3840,271,12.8,3.73971212948624,-99.1685992743245,27.0011911096234
2777,01384039,48507,3360268880,11208707,Zavala County,Texas,30988,5991,21161,11258,35375,29262,38562,6154,23048,2107,,,,,,,,,41042,16775,38066,18604,23750,13544,31150,6113,3509,138,300,134,3209,199,8.5,3.80392114006617,-99.7606048946375,28.8664543383523
2778,01448015,49001,6689681807,5298466,Beaver County,Utah,54212,6679,55250,22476,67714,5565,59257,12431,40781,9336,,,,,,,,,49010,11986,,,55815,8881,47917,8605,2277,129,232,79,2045,139,10.2,3.42112183810166,-113.235771262275,38.357324793933
2779,01455966,49003,14881016770,2547651536,Box Elder County,Utah,59937,2300,41967,4402,62723,3794,76646,3839,43320,2900,,,48528,10198,53106,9317,,,45958,5192,105625,50623,62007,2435,47057,3937,17302,222,2271,244,15031,302,13.1,1.40014933471003,-113.081742272582,41.5227946027428
2780,01448017,49005,3016638905,21097697,Cache County,Utah,56840,1332,28574,2767,57954,2712,79747,3108,50366,3753,26959,7352,,,43305,8676,29310,27122,48455,2408,45625,21582,60250,1961,43022,3995,37645,390,5126,354,32519,466,13.6,0.929722606004603,-111.743727761928,41.7230802497328
2781,01448018,49007,3831067717,15844443,Carbon County,Utah,50278,2066,31833,24338,60495,8514,55461,4817,42170,4988,,,41417,8566,,,,,41429,14290,86979,41453,51283,2269,42500,8178,7844,206,674,143,7170,228,8.6,1.80902944503213,-110.588834850688,39.6483538198801
2782,01448019,49009,1805185916,61230034,Daggett County,Utah,81250,35024,,,108250,11306,96103,1328,,,,,,,,,,,,,,,81250,35024,,,145,39,14,10,131,36,9.7,6.38893514021407,-109.524585752387,40.9122835897688
2783,01448020,49011,774500758,870693255,Davis County,Utah,79690,1201,42824,3510,78987,1859,98343,3006,61316,2978,64137,8998,53250,20194,74709,7716,68690,18802,52000,7119,67727,12248,82873,1301,54328,3690,102865,530,12058,653,90807,751,11.7,0.631932950730533,-112.111404273995,40.9902529440068
2784,01448021,49013,8379502727,38797815,Duchesne County,Utah,63919,2027,45370,5914,72516,3012,69944,5393,45856,6316,76250,69215,33611,27042,87222,69296,,,56042,15261,87344,8195,64276,2691,62895,11443,6644,149,766,102,5878,159,11.5,1.51329048984046,-110.425149962533,40.300001965563
2785,01448022,49015,11557242839,24843841,Emery County,Utah,52055,3028,23672,16413,68487,9650,71012,7404,37083,2357,,,,,,,,,,,,,53516,3855,31607,3950,3589,140,547,87,3042,157,15.2,2.35003731202383,-110.700709130845,38.9985623196643
2786,01448023,49017,13403572581,85610783,Garfield County,Utah,52337,8788,41875,38943,55833,11702,64737,11807,40652,5638,,,63077,49441,,,,,,,,,49896,10441,61875,32677,1741,127,190,45,1551,118,10.9,2.45907147644032,-111.442778251099,37.8555465806179
2787,01448024,49019,9512361710,31552275,Grand County,Utah,48673,5136,29250,8476,57500,17110,49286,15704,41310,6058,,,,,,,,,,,,,50326,4293,,,4006,221,506,179,3500,246,12.6,4.41362937497975,-109.569825824581,38.9835293973412
2788,01448025,49021,8537474421,11390956,Iron County,Utah,46809,3453,24531,7034,52421,4644,56775,6746,42750,4889,,,35313,22025,42250,24291,,,,,21233,4657,49153,4085,35625,8484,16204,301,1778,313,14426,401,11,1.92083808100489,-113.28946629499,37.8598207856964
2789,01455158,49023,8784407493,36542088,Juab County,Utah,62237,2320,40688,9312,73723,6202,67917,20283,38678,1416,,,40313,6885,,,,,43250,9131,81458,15618,62889,2422,43531,3602,3390,99,489,79,2901,117,14.4,2.29199296003587,-112.785101300146,39.7030850905466
2790,01448026,49025,10333912578,306169207,Kane County,Utah,48269,8418,,,66000,37707,47273,15927,45844,13502,,,,,,,,,,,,,48173,7724,,,2634,241,366,129,2268,233,13.9,4.72959922030947,-111.887599641739,37.2855712536909
2791,01448027,49027,17106839710,600835681,Millard County,Utah,60445,4020,38605,9067,59857,4943,77319,6978,47393,5263,,,,,,,,,37269,15373,71667,16561,64545,3981,42524,10192,4306,138,643,116,3663,157,14.9,2.65106675679875,-113.100572594972,39.0748960550385
2792,01448028,49029,1577739393,4437369,Morgan County,Utah,89274,3473,35781,25854,102679,18613,111786,23308,58250,11121,,,,,,,,,,,,,89950,5063,,,3306,85,418,107,2888,131,12.6,3.22017268146252,-111.712817757081,41.0193351452338
2793,01448029,49031,1964345863,20285697,Piute County,Utah,39440,4761,,,67750,7362,52750,3083,29167,9420,,,,,,,,,,,,,39732,5830,31250,6011,499,71,58,24,441,69,11.6,4.51634301952884,-112.127222394321,38.336866620703
2794,01448030,49033,2664700964,149106532,Rich County,Utah,49886,13343,,,47208,22744,81477,13311,42558,7977,,,,,,,,,,,,,53750,11998,30893,12588,620,73,51,21,569,75,8.2,3.24567234508721,-111.244583894093,41.633413391924
2795,01448031,49035,1921943668,164903351,Salt Lake County,Utah,71230,683,41834,2041,74241,898,85766,1633,51771,1245,40161,3119,55491,7734,74305,3782,64907,6416,49347,1164,64600,5517,76302,890,51283,1673,369429,1144,45291,1407,324138,1822,12.3,0.378961138856007,-111.923610121767,40.6676069887637
2796,01448032,49037,20253132571,293860285,San Juan County,Utah,44680,3843,36500,18530,50313,13994,48535,6298,32723,6989,,,26264,1403,,,,,,,,,64806,6653,52656,17295,3992,140,517,113,3475,170,13,2.79398550804876,-109.803519198622,37.6295496449519
2797,01448033,49039,4117901470,32049371,Sanpete County,Utah,51720,3649,32462,7663,57061,3920,63783,3862,37114,5964,,,33750,5999,73750,67375,,,45568,14779,97188,48191,52922,4229,39976,10736,8483,277,1220,188,7263,301,14.4,2.16586995291769,-111.576114222133,39.3749567683823
2798,01448034,49041,4947999999,20260738,Sevier County,Utah,53020,1941,34801,2838,59682,5077,61605,3383,34508,2783,,,33409,28421,,,,,34545,32843,,,53512,1545,35769,25160,7261,229,934,154,6327,241,12.9,2.0817590762809,-111.804354148663,38.7482613213073
2799,01448035,49043,4844778489,26615946,Summit County,Utah,100453,5764,40221,5898,95806,9427,119870,8513,86395,9114,44375,15532,,,143882,39888,,,65050,33152,107321,81605,104741,4561,61198,9999,14555,378,2611,259,11944,392,17.9,1.71738862172141,-110.955804378745,40.8685599779718
2800,01448036,49045,17979556881,891073715,Tooele County,Utah,71020,2997,69828,6546,74075,3343,82998,5853,44656,3219,,,,,73466,31923,86290,25857,49635,6984,60595,15355,73444,2546,53319,6019,19901,309,1848,269,18053,375,9.3,1.34397909081569,-113.131162767239,40.4509628460932
2801,01448037,49047,11609319533,56115725,Uintah County,Utah,66736,3909,21989,10853,73619,3724,79065,6728,39971,3796,,,38983,3384,,,,,48750,34902,54659,23128,70271,3535,45457,10515,10625,328,1069,176,9556,353,10.1,1.62709124084147,-109.518647812003,40.1280752010117
2802,01448038,49049,5189357942,364153797,Utah County,Utah,70408,818,33661,1942,73559,1331,93394,1764,56393,1481,51875,13520,53009,16388,69157,7768,67105,12213,57646,8284,53837,7782,73365,751,51315,2811,160649,644,25460,825,135189,1030,15.8,0.509596992658909,-111.670676471071,40.1207627131488
2803,01448039,49051,3048467971,79114523,Wasatch County,Utah,77449,5814,56087,15787,79059,8692,94156,3958,54677,6347,81429,47541,,,113320,51175,,,29878,21429,32095,26725,83242,7655,51302,22712,9567,373,1659,258,7908,367,17.3,2.61064614857831,-111.168439192571,40.3316039006312
2804,01448040,49053,6287037057,7781671,Washington County,Utah,56877,1511,42914,3025,61838,3770,67105,3721,47012,2765,,,42685,22386,32432,14344,56250,40904,46420,9322,38875,19111,58967,1856,41978,4846,54702,815,6732,559,47970,884,12.3,1.00531643692371,-113.504827171411,37.280953298522
2805,01448041,49055,6374011501,15049641,Wayne County,Utah,44694,3167,42656,17598,64792,23623,58958,22502,29205,6981,,,,,,,,,,,,,46100,4168,41458,3077,1021,87,204,55,817,95,20,5.11075124061542,-110.903837838486,38.3245656694432
2806,01448042,49057,1492522446,216457956,Weber County,Utah,64636,1074,41554,3865,66703,1649,78013,2990,50796,2138,44671,11355,44732,17630,57467,9414,47632,27104,48225,6532,58428,4456,67771,1218,46906,2656,82417,597,7685,521,74732,734,9.3,0.628532345914392,-111.913223909148,41.2699762450746
2807,01461757,50001,1984780360,107303300,Addison County,Vermont,65093,2424,45341,6416,74986,3696,74837,2996,47936,3668,85667,37532,50417,45152,,,,,70625,27097,51736,14570,65525,2597,51563,17556,14733,244,2725,195,12008,297,18.5,1.28762495783198,-73.1409326208666,44.0313270577127
2808,01461758,50003,1748233047,6928008,Bennington County,Vermont,53040,2307,43056,16498,56656,9382,64943,4088,42644,2912,17197,12930,,,123307,101762,,,,,46667,12621,53624,2522,,,14927,336,2681,276,12246,449,18,1.8042578483808,-73.0929049451927,43.0361761330041
2809,01461759,50005,1680951719,22386387,Caledonia County,Vermont,49348,1842,27419,13718,60125,5773,59130,3856,34667,2489,,,,,33095,9208,,,,,63904,5760,49920,2414,36366,2812,12214,265,1998,163,10216,248,16.4,1.28647426591345,-72.1021062520436,44.4652637141571
2810,01461760,50007,1389750172,214227550,Chittenden County,Vermont,69896,2132,32149,4074,76090,3390,90235,2905,50306,3027,42109,8650,40523,12080,56534,12112,,,65952,21330,36373,19092,72354,1921,58571,11470,65400,523,9349,567,56051,659,14.3,0.859402622412863,-73.0809309423429,44.4613232269287
2811,01461761,50009,1718717372,28683563,Essex County,Vermont,41045,2661,24615,10347,55188,3905,46691,3588,30278,2145,,,9792,6888,,,,,,,20167,1625,42034,2629,43250,23420,2756,109,360,65,2396,102,13.1,2.30121322693246,-71.7361422109786,44.7287318523686
2812,01461762,50011,1642360202,150203866,Franklin County,Vermont,64258,1568,46591,12939,78299,3411,75460,6815,34752,3016,59563,55088,26250,20866,80156,70080,,,88194,88080,60865,20095,64420,1730,71450,31688,18582,393,2830,245,15752,433,15.2,1.27853046834199,-72.9119363137658,44.8577207543247
2813,01461763,50013,211881635,292317314,Grand Isle County,Vermont,69583,5812,,,74470,7804,79833,11286,52404,4623,,,,,,,,,,,64539,15913,69583,5363,77750,39042,2967,120,502,74,2465,142,16.9,2.39838905273287,-73.2948022889538,44.7971928716561
2814,01461764,50015,1188468702,12662636,Lamoille County,Vermont,60365,3915,23920,5804,62664,3675,71010,6084,44101,5248,88750,32361,98234,13068,,,,,,,43516,9889,59817,4195,65966,17042,10607,346,1892,185,8715,371,17.8,1.64421491757621,-72.6414363592168,44.6059698300003
2815,01461765,50017,1779395261,12010626,Orange County,Vermont,60159,2361,47731,15929,67909,3204,64208,4249,45585,4583,95350,32306,48618,17970,52292,32820,,,53036,10103,47833,12016,60714,2301,36394,9894,12286,256,2424,213,9862,295,19.7,1.68423337980475,-72.3767799491842,44.0059196952417
2816,01461766,50019,1796346996,71471486,Orleans County,Vermont,47915,2193,29405,5603,60959,4005,54422,2898,32355,1743,,,52566,16333,,,,,108462,393,19107,13410,48353,2279,60762,19887,11679,302,1906,159,9773,301,16.3,1.29436076879561,-72.2437583031591,44.8291208796838
2817,01461767,50021,2408213829,38757297,Rutland County,Vermont,54973,1754,24886,10489,64192,2388,65645,2569,38660,1602,114583,66807,36103,29512,72000,22051,,,,,,,55111,1822,40139,25358,25145,362,3218,247,21927,405,12.8,0.964869395552931,-73.0366411808207,43.58062419131
2818,01461768,50023,1779428779,21177320,Washington County,Vermont,62108,2065,41667,17278,66601,4751,73685,2829,45671,2309,12434,8152,45677,3854,58536,7210,,,,,57708,17928,63264,2139,47356,9993,24865,397,4241,277,20624,463,17.1,1.08021848401127,-72.6148181113351,44.2737057943293
2819,01461769,50025,2034453051,32925199,Windham County,Vermont,52659,1706,31536,11796,56225,3847,61298,3962,41611,4513,,,47750,33796,18902,10190,,,,,24328,4596,53781,1740,36094,13234,19118,372,3494,251,15624,454,18.3,1.26381993772453,-72.7137599257605,42.991094874812
2820,01461770,50027,2511194819,19362098,Windsor County,Vermont,58303,1576,26544,8906,60651,3486,70369,3041,44680,2928,94714,32253,,,48036,19049,,,53100,14382,62531,37523,58484,1575,51981,4615,24310,392,3652,306,20658,423,15,1.23521214870518,-72.5861650409943,43.5809725219112
2821,01480091,51001,1163706181,2229279715,Accomack County,Virginia,43210,3243,30000,17560,43174,5680,54039,4730,35629,1800,31915,3534,143984,86988,,,,,,,,,50904,4214,44500,7611,13401,507,1352,219,12049,522,10.1,1.58900713521808,-75.6316039851013,37.7631066111847
2822,01675170,51003,1866007831,14230112,Albemarle County,Virginia,75394,2534,40130,7800,78180,5813,90216,5214,60867,1959,51563,12349,55000,48729,75913,18588,,,47685,22124,41132,10919,80818,3685,58289,15172,40612,683,5620,419,34992,786,13.8,1.00512343797,-78.3667591581108,38.0609367790158
2823,01673675,51005,1156608816,8170515,Alleghany County,Virginia,47794,3629,,,50625,8845,55658,3639,34345,2326,21397,8690,,,,,,,,,,,49422,3401,67679,31309,6741,186,576,121,6165,209,8.5,1.77943456385679,-80.1236676725703,37.7526880917711
2824,01497770,51007,920143514,8424053,Amelia County,Virginia,58526,8627,54815,16411,72800,42368,72898,13062,50160,10810,41908,9502,,,,,,,,,118906,31208,63882,9401,,,4789,193,591,168,4198,243,12.3,3.47260570532413,-77.9761995401123,37.3361346162094
2825,01480095,51009,1227554630,12898695,Amherst County,Virginia,49170,3347,48393,9086,60981,7759,61964,5562,35294,2122,34079,4550,64896,60192,,,,,,,67667,62946,53040,3320,36250,14792,12044,313,1032,185,11012,333,8.6,1.51980769255867,-79.1451828535705,37.604976136995
2826,01497238,51011,865622497,3219010,Appomattox County,Virginia,56176,4129,30179,6606,68784,6893,63948,8879,42029,4701,31615,6884,,,,,,,,,41583,20172,65088,4478,56354,20230,6095,218,450,98,5645,222,7.4,1.58604200135921,-78.8125730982065,37.3724862489342
2827,01480097,51013,67333000,273562,Arlington County,Virginia,117374,2067,66931,8310,118152,2704,140845,4511,83786,2852,58878,6563,71071,16144,93660,7578,54554,39717,58825,3942,126295,19479,134723,2278,77743,6248,104716,828,11666,812,93050,1160,11.1,0.770410876639787,-77.1009791693964,38.8786016824234
2828,01480098,51015,2504708478,9537636,Augusta County,Virginia,61305,1784,42782,14013,67413,3944,70668,4908,46312,3796,52536,24495,40625,20913,97250,66059,,,66518,19583,65234,57170,61483,1876,53274,16362,29297,491,3325,405,25972,594,11.3,1.36924603067417,-79.3373352102474,38.1803619749253
2829,01673638,51017,1370626056,14039993,Bath County,Virginia,46137,2875,,,50801,8690,45333,17955,45174,10131,,,,,,,,,,,,,46165,2777,,,1999,191,119,98,1880,206,6,4.86934305646863,-79.741040660926,38.0588787735436
2830,01674818,51019,1968605129,42118518,Bedford County,Virginia,61541,2660,38203,11266,67583,3556,73314,4287,44563,2895,47824,7997,,,52857,4576,,,23276,2134,36719,31307,63218,2455,59545,18996,31206,493,2796,308,28410,532,9,0.976786779687709,-79.524115874189,37.3154780256491
2831,01494613,51021,926311269,2547184,Bland County,Virginia,50511,4943,20833,11956,82772,20607,67600,19238,33351,3736,,,,,,,,,,,,,50750,4520,,,2523,138,218,86,2305,139,8.6,3.37571796453959,-81.13015526968,37.1341053088577
2832,01674418,51023,1401900412,12124776,Botetourt County,Virginia,68410,3438,29301,10153,83589,6382,80421,8334,43022,3379,50368,31072,112829,30117,30536,17921,,,,,,,69510,2917,,,13161,260,1566,235,11595,323,11.9,1.77003829288884,-79.8122869767641,37.5573659340477
2833,01493961,51025,1466539956,8381933,Brunswick County,Virginia,41927,3130,14643,9125,42917,11775,52153,3298,32039,5459,31862,4684,,,,,,,,,,,55202,6009,28164,14741,6048,231,581,154,5467,258,9.6,2.51972196508034,-77.8590210738164,36.7650479454436
2834,01497431,51027,1302386948,2804418,Buchanan County,Virginia,30806,2381,39886,15040,34531,8388,33280,4954,26043,2504,2499,,,,106853,97702,,,,,,,30961,2410,,,8871,315,316,114,8555,333,3.6,1.27884603752146,-82.0360184296837,37.2668339763557
2835,01501502,51029,1501215438,9911855,Buckingham County,Virginia,46261,4573,55417,37888,46970,9633,53017,6784,40598,10992,40806,7482,8182,2066,,,,,,,51625,48978,50315,5502,106393,3343,5827,233,622,126,5205,258,10.7,2.11980248438755,-78.528687171539,37.5724173115306
